,Portfolio_Returns,ExRm,SMB,HML,rf,MOM,Sin_Portfolio_Excess_Returns,USREC
2002-04-30,0.04618767883211678,-0.052,0.0596,0.0388,0.0015,0.0763,0.04468767883211678,0
2002-05-31,0.018268970370370372,-0.0138,-0.0321,0.0153,0.0014,0.0316,0.016868970370370374,0
2002-06-30,-0.029324701492537308,-0.0721,0.0429,-0.0003,0.0013,0.0603,-0.030624701492537307,0
2002-07-31,-0.059639051851851844,-0.0818,-0.0528,-0.0385,0.0015,0.0377,-0.061139051851851846,0
2002-08-31,-0.021628474074074075,0.005,-0.0286,0.0329,0.0014,0.019,-0.023028474074074073,0
2002-09-30,-0.0855755447761194,-0.1035,0.024,0.0147,0.0014,0.0913,-0.08697554477611939,0
2002-10-31,-0.010272969696969699,0.0784,-0.034,-0.0394,0.0014,-0.0558,-0.011672969696969699,0
2002-11-30,-0.005925238805970153,0.0596,0.0319,-0.0121,0.0012,-0.1633,-0.0071252388059701525,0
2002-12-31,-0.0014964411764705927,-0.0576,0.0009,0.0214,0.0011,0.0964,-0.002596441176470593,0
2003-01-31,0.002287186567164175,-0.0257,0.0135,-0.0081,0.001,0.0155,0.001287186567164175,0
2003-02-28,-0.010308567164179102,-0.0188,-0.0045,-0.0138,0.0009,0.0117,-0.011208567164179102,0
2003-03-31,-0.029460639097744358,0.0109,0.0103,-0.0191,0.001,0.0148,-0.03046063909774436,0
2003-04-30,0.08917508208955223,0.0822,0.0066,0.0117,0.001,-0.0933,0.08817508208955223,0
2003-05-31,0.06166366412213739,0.0605,0.0474,0.005,0.0009,-0.107,0.06076366412213739,0
2003-06-30,0.08263848854961832,0.0142,0.0177,0.0015,0.001,-0.01,0.08163848854961832,0
2003-07-31,0.05690633082706767,0.0235,0.0505,-0.0124,0.0007,-0.0024,0.05620633082706767,0
2003-08-31,0.014433838235294106,0.0234,0.0259,0.0154,0.0007,-0.0062,0.013733838235294107,0
2003-09-30,0.060606770370370364,-0.0124,0.008,0.0015,0.0008,-0.0019,0.05980677037037036,0
2003-10-31,0.022070124087591233,0.0608,0.0269,0.0197,0.0007,0.0399,0.021370124087591234,0
2003-11-30,0.044895811594202896,0.0135,0.0207,0.0178,0.0007,0.0146,0.0441958115942029,0
2003-12-31,0.08047282222222221,0.0429,-0.0268,0.0161,0.0008,-0.0557,0.07967282222222222,0
2004-01-31,0.060205155555555556,0.0215,0.0255,0.0248,0.0007,0.0258,0.05950515555555556,0
2004-02-29,0.0580721438848921,0.014,-0.0158,0.0091,0.0006,-0.0114,0.05747214388489209,0
2004-03-31,0.022830129496402868,-0.0132,0.0172,0.0028,0.0009,0.0017,0.021930129496402866,0
2004-04-30,0.00937415328467153,-0.0183,-0.0168,-0.0309,0.0008,-0.0538,0.00857415328467153,0
2004-05-31,-0.02496322962962963,0.0117,-0.002,-0.0024,0.0006,0.015,-0.02556322962962963,0
2004-06-30,0.007942362318840572,0.0186,0.0226,0.0119,0.0008,0.0205,0.007142362318840571,0
2004-07-31,-0.026786253623188403,-0.0406,-0.0381,0.0323,0.001,-0.0229,-0.027786253623188404,0
2004-08-31,-0.03175008571428571,0.0008,-0.0149,0.01,0.0011,-0.0159,-0.03285008571428571,0
2004-09-30,0.1114531094890511,0.016,0.0302,-0.0001,0.0011,0.0549,0.1103531094890511,0
2004-10-31,0.04181092142857143,0.0143,0.0015,-0.0022,0.0011,-0.0138,0.04071092142857143,0
2004-11-30,0.04551359712230215,0.0454,0.0374,0.0142,0.0015,0.0316,0.04401359712230215,0
2004-12-31,0.0654375035971223,0.0343,-0.0003,-0.0022,0.0016,-0.0287,0.0638375035971223,0
2005-01-31,0.02917446762589929,-0.0276,-0.0172,0.0206,0.0016,0.0305,0.02757446762589929,0
2005-02-28,0.01569437499999999,0.0189,-0.0057,0.0153,0.0016,0.0337,0.014094374999999989,0
2005-03-31,-0.01653012949640288,-0.0197,-0.014,0.0204,0.0021,0.0041,-0.018630129496402883,0
2005-04-30,-0.022682287769784173,-0.0261,-0.0393,0.0006,0.0021,-0.0069,-0.024782287769784174,0
2005-05-31,-0.008722166666666665,0.0365,0.0289,-0.0064,0.0024,0.0045,-0.011122166666666664,0
2005-06-30,0.04304213138686131,0.0057,0.0259,0.0282,0.0023,0.0205,0.04074213138686131,0
2005-07-31,-0.0005978905109489101,0.0392,0.029,-0.0078,0.0024,0.0006,-0.00299789051094891,0
2005-08-31,-0.027765308823529407,-0.0122,-0.0098,0.0132,0.003,0.0208,-0.030765308823529406,0
2005-09-30,0.008574679389312976,0.0049,-0.0066,0.0072,0.0029,0.0343,0.005674679389312976,0
2005-10-31,-0.01720152985074627,-0.0202,-0.0125,0.0043,0.0027,-0.0139,-0.01990152985074627,0
2005-11-30,0.00038740909090909104,0.0361,0.01,-0.0118,0.0031,0.0035,-0.002712590909090909,0
2005-12-31,0.013598263157894731,-0.0025,-0.0042,0.002,0.0032,0.0077,0.010398263157894732,0
2006-01-31,0.06715381203007519,0.0304,0.0539,0.0108,0.0035,0.0253,0.06365381203007518,0
2006-02-28,0.035504691729323315,-0.003,-0.0038,-0.0035,0.0034,-0.0184,0.032104691729323315,0
2006-03-31,0.0015823106060605992,0.0146,0.0345,0.0059,0.0037,0.0126,-0.002117689393939401,0
2006-04-30,0.061946799999999996,0.0073,-0.0142,0.0234,0.0036,0.0064,0.0583468,0
2006-05-31,-0.03504095454545455,-0.0357,-0.0296,0.0242,0.0043,-0.037,-0.03934095454545455,0
2006-06-30,0.0021939924812030024,-0.0035,-0.0039,0.0085,0.004,0.0154,-0.0018060075187969976,0
2006-07-31,0.015999181818181822,-0.0078,-0.0398,0.0262,0.004,-0.0212,0.011999181818181822,0
2006-08-31,0.025059106870229,0.0203,0.0103,-0.0206,0.0042,-0.0338,0.020859106870229002,0
2006-09-30,-0.0024817196969696975,0.0184,-0.0136,0.0008,0.0041,-0.0096,-0.006581719696969698,0
2006-10-31,0.018649272727272723,0.0323,0.0175,-0.003,0.0041,-0.002,0.014549272727272723,0
2006-11-30,0.007173549618320611,0.0171,0.007,0.0014,0.0042,-0.0103,0.0029735496183206115,0
2006-12-31,0.03713311450381679,0.0087,-0.0115,0.0273,0.004,0.0079,0.033133114503816785,0
2007-01-31,0.03836286718749999,0.014,0.0013,-0.0069,0.0044,0.0024,0.03396286718749999,0
2007-02-28,0.011301346153846158,-0.0196,0.0118,-0.0013,0.0038,-0.0135,0.007501346153846159,0
2007-03-31,0.025309790697674417,0.0068,0.0016,-0.0096,0.0043,0.0256,0.02100979069767442,0
2007-04-30,0.03608815384615384,0.0349,-0.0215,-0.0146,0.0044,-0.0024,0.03168815384615384,0
2007-05-31,0.012283409448818887,0.0324,0.0024,-0.0065,0.0041,-0.0034,0.008183409448818887,0
2007-06-30,0.022100196850393695,-0.0196,0.0076,-0.0107,0.004,0.0051,0.018100196850393695,0
2007-07-31,-0.01380115748031496,-0.0373,-0.026,-0.0372,0.004,0.0294,-0.01780115748031496,0
2007-08-31,-0.04404775193798449,0.0092,-0.0013,-0.0186,0.0042,0.001,-0.048247751937984494,0
2007-09-30,0.00962359230769231,0.0322,-0.0222,-0.0223,0.0032,0.0463,0.00642359230769231,0
2007-10-31,0.057625792307692304,0.018,0.0013,-0.0305,0.0032,0.0502,0.0544257923076923,0
2007-11-30,-0.055112414062500004,-0.0483,-0.0292,-0.0095,0.0034,0.0099,-0.058512414062500004,0
2007-12-31,-0.0852427874015748,-0.0087,0.0012,-0.0054,0.0027,0.0663,-0.0879427874015748,0
2008-01-31,-0.023481685039370065,-0.0636,-0.0104,0.0398,0.0021,-0.0775,-0.025581685039370066,1
2008-02-29,0.006266849206349213,-0.0309,-0.0043,-0.0084,0.0013,0.061,0.004966849206349213,1
2008-03-31,-0.036918492063492056,-0.0093,0.0071,0.003,0.0017,0.0427,-0.038618492063492056,1
2008-04-30,0.004055936507936503,0.046,-0.0165,-0.0104,0.0018,-0.0031,0.0022559365079365032,1
2008-05-31,0.010632214285714292,0.0186,0.03,-0.0149,0.0018,0.0331,0.008832214285714292,1
2008-06-30,-0.076868544,-0.0844,0.012,-0.0267,0.0017,0.1275,-0.07856854399999999,1
2008-07-31,-0.035576383999999996,-0.0077,0.0261,0.0542,0.0015,-0.0513,-0.037076384,1
2008-08-31,-0.010807096774193545,0.0153,0.036,0.0159,0.0013,-0.0402,-0.012107096774193544,1
2008-09-30,-0.07231079200000001,-0.0924,-0.0123,0.0592,0.0015,0.0028,-0.07381079200000001,1
2008-10-31,-0.1328363125,-0.1723,-0.026,-0.023,0.0008,0.0785,-0.1336363125,1
2008-11-30,-0.110775390625,-0.0786,-0.0285,-0.0631,0.0003,0.0717,-0.11107539062499999,1
2008-12-31,-0.031285906249999995,0.0174,0.0346,0.0015,0.0,-0.0509,-0.031285906249999995,1
2009-01-31,0.015421609375000013,-0.0812,0.0008,-0.1129,0.0,-0.0218,0.015421609375000013,1
2009-02-28,-0.04755741860465117,-0.101,0.0005,-0.0695,0.0001,0.0441,-0.04765741860465117,1
2009-03-31,-0.010856472000000006,0.0895,0.0004,0.0348,0.0002,-0.1187,-0.011056472000000006,1
2009-04-30,0.2410938048780488,0.1018,0.0539,0.0536,0.0001,-0.343,0.2409938048780488,1
2009-05-31,0.017766714285714278,0.0521,-0.0252,0.0027,0.0,-0.1249,0.017766714285714278,1
2009-06-30,0.07158853658536588,0.0043,0.0263,-0.0273,0.0001,0.0548,0.07148853658536587,1
2009-07-31,0.06178080165289254,0.0772,0.0187,0.0484,0.0001,-0.0555,0.06168080165289254,0
2009-08-31,0.06798834920634919,0.0333,-0.0108,0.0763,0.0001,-0.0907,0.06788834920634919,0
2009-09-30,0.07604940322580644,0.0408,0.0243,0.0104,0.0001,-0.0479,0.07594940322580644,0
2009-10-31,-0.019848095238095234,-0.0259,-0.0434,-0.042,0.0,0.0261,-0.019848095238095234,0
2009-11-30,0.002369626016260163,0.0556,-0.0239,-0.0034,0.0,0.003,0.002369626016260163,0
2009-12-31,-0.0243026935483871,0.0275,0.0604,-0.0017,0.0001,0.0301,-0.0244026935483871,0
2010-01-31,0.04213030952380953,-0.0336,0.004,0.0043,0.0,-0.054,0.04213030952380953,0
2010-02-28,0.016765328,0.034,0.0119,0.0323,0.0,0.0374,0.016765328,0
2010-03-31,0.06011320472440945,0.0631,0.0148,0.0221,0.0001,0.0376,0.06001320472440945,0
2010-04-30,0.05616803968253968,0.02,0.0487,0.0289,0.0001,0.0316,0.05606803968253968,0
2010-05-31,-0.022681228346456694,-0.0789,0.0009,-0.0244,0.0001,-0.0025,-0.022781228346456694,0
2010-06-30,-0.04312088888888889,-0.0557,-0.0182,-0.047,0.0001,-0.0276,-0.04322088888888889,0
2010-07-31,0.0171778,0.0693,0.0022,-0.0033,0.0001,0.0188,0.0170778,0
2010-08-31,-0.010011222222222218,-0.0477,-0.0298,-0.0193,0.0001,-0.0006,-0.010111222222222218,0
2010-09-30,0.029782849206349202,0.0954,0.0397,-0.0318,0.0001,0.0141,0.029682849206349202,0
2010-10-31,0.027359960317460314,0.0388,0.0119,-0.0251,0.0001,0.0158,0.027259960317460315,0
2010-11-30,-0.012488301587301593,0.006,0.0374,-0.0092,0.0001,0.0266,-0.012588301587301592,0
2010-12-31,0.05383905555555555,0.0682,0.0069,0.0376,0.0001,-0.0303,0.05373905555555555,0
2011-01-31,0.05448031496062993,0.0199,-0.0245,0.0075,0.0001,-0.0029,0.05438031496062993,0
2011-02-28,0.04382443307086614,0.0349,0.0153,0.0127,0.0001,0.0199,0.04372443307086614,0
2011-03-31,0.016239999999999997,0.0046,0.0256,-0.0185,0.0001,0.034,0.016139999999999998,0
2011-04-30,0.06342946875,0.029,-0.0033,-0.0249,0.0,0.0004,0.06342946875,0
2011-05-31,-0.03482161417322834,-0.0127,-0.0067,-0.02,0.0,-0.0062,-0.03482161417322834,0
2011-06-30,-0.03236487692307692,-0.0175,-0.0015,-0.0039,0.0,0.0178,-0.03236487692307692,0
2011-07-31,-0.0037407698412698434,-0.0235,-0.0127,-0.009,0.0,0.0018,-0.0037407698412698434,0
2011-08-31,-0.033331566929133846,-0.0599,-0.0305,-0.0236,0.0001,-0.0028,-0.03343156692913385,0
2011-09-30,-0.0696983937007874,-0.0759,-0.0331,-0.0172,0.0,-0.0242,-0.0696983937007874,0
2011-10-31,0.016774744186046506,0.1135,0.0328,0.001,0.0,-0.0143,0.016774744186046506,0
2011-11-30,0.02375374418604652,-0.0028,-0.0016,-0.0045,0.0,0.0384,0.02375374418604652,0
2011-12-31,-0.004174507692307698,0.0074,-0.0059,0.0163,0.0,0.0181,-0.004174507692307698,0
2012-01-31,0.0682082890625,0.0505,0.0203,-0.0097,0.0,-0.0791,0.0682082890625,0
2012-02-29,0.10001211904761904,0.0442,-0.0185,0.0043,0.0,-0.0029,0.10001211904761904,0
2012-03-31,0.03968132558139535,0.0311,-0.0065,0.0114,0.0,0.013,0.03968132558139535,0
2012-04-30,-0.005324086614173228,-0.0085,-0.0041,-0.0078,0.0,0.0375,-0.005324086614173228,0
2012-05-31,-0.030803820312499994,-0.0619,0.0007,-0.0106,0.0001,0.0649,-0.030903820312499993,0
2012-06-30,0.034492285714285705,0.0389,0.0067,0.0062,0.0,-0.0106,0.034492285714285705,0
2012-07-31,-0.02105616666666666,0.0079,-0.0277,-0.0002,0.0,0.0304,-0.02105616666666666,0
2012-08-31,0.025790046511627897,0.0255,0.0048,0.013,0.0001,-0.0237,0.025690046511627897,0
2012-09-30,0.01752897674418604,0.0273,0.0051,0.016,0.0001,-0.0114,0.01742897674418604,0
2012-10-31,-0.022795511450381674,-0.0176,-0.0116,0.0359,0.0001,0.0014,-0.022895511450381673,0
2012-11-30,0.007719604651162781,0.0078,0.0064,-0.0084,0.0001,0.0049,0.007619604651162781,0
2012-12-31,0.019828174603174598,0.0118,0.015,0.0351,0.0001,-0.0286,0.019728174603174598,0
2013-01-31,0.101245704,0.0557,0.0033,0.0096,0.0,-0.0179,0.101245704,0
2013-02-28,0.056947224,0.0129,-0.0028,0.0011,0.0,0.0129,0.056947224,0
2013-03-31,0.0409818046875,0.0403,0.0081,-0.0019,0.0,0.0192,0.0409818046875,0
2013-04-30,0.012656453124999998,0.0155,-0.0236,0.0045,0.0,0.0022,0.012656453124999998,0
2013-05-31,0.029016176,0.028,0.0173,0.0263,0.0,-0.0202,0.029016176,0
2013-06-30,0.0014834603174603248,-0.012,0.0133,0.0003,0.0,0.0052,0.0014834603174603248,0
2013-07-31,0.033436311999999996,0.0565,0.0186,0.0057,0.0,0.0176,0.033436311999999996,0
2013-08-31,0.024086240000000002,-0.0271,0.0028,-0.0269,0.0,0.0002,0.024086240000000002,0
2013-09-30,0.04993425806451612,0.0377,0.0291,-0.0122,0.0,0.0306,0.04993425806451612,0
2013-10-31,0.06204678225806452,0.0418,-0.0156,0.0125,0.0,0.0008,0.06204678225806452,0
2013-11-30,0.014347296,0.0313,0.0129,0.0032,0.0,0.0044,0.014347296,0
2013-12-31,0.019126422764227637,0.0281,-0.0045,-0.0002,0.0,0.0002,0.019126422764227637,0
2014-01-31,0.03826578225806451,-0.0332,0.009,-0.0207,0.0,0.0171,0.03826578225806451,0
2014-02-28,0.05625703333333333,0.0465,0.0037,-0.0031,0.0,0.0207,0.05625703333333333,0
2014-03-31,0.0604828064516129,0.0043,-0.0185,0.0493,0.0,-0.0329,0.0604828064516129,0
2014-04-30,-0.01495615447154472,-0.0019,-0.042,0.0117,0.0,-0.0389,-0.01495615447154472,0
2014-05-31,-0.0038032666666666746,0.0206,-0.0188,-0.0013,0.0,0.0087,-0.0038032666666666746,0
2014-06-30,0.06527091596638655,0.0261,0.0308,-0.007,0.0,0.0069,0.06527091596638655,0
2014-07-31,0.0019757142857142994,-0.0204,-0.0429,0.0003,0.0,-0.0012,0.0019757142857142994,0
2014-08-31,-0.013561279661016952,0.0424,0.004,-0.0045,0.0,0.0082,-0.013561279661016952,0
2014-09-30,-0.015425716666666662,-0.0197,-0.0372,-0.0134,0.0,0.005,-0.015425716666666662,0
2014-10-31,0.0031809338842975193,0.0252,0.042,-0.0181,0.0,-0.0006,0.0031809338842975193,0
2014-11-30,-0.0028637120000000044,0.0255,-0.0206,-0.0309,0.0,0.0069,-0.0028637120000000044,0
2014-12-31,-0.015824682926829273,-0.0006,0.0249,0.0227,0.0,0.0112,-0.015824682926829273,0
2015-01-31,0.035734595041322315,-0.0311,-0.0055,-0.0358,0.0,0.0384,0.035734595041322315,0
2015-02-28,0.021885868852459016,0.0613,0.0061,-0.0186,0.0,-0.0282,0.021885868852459016,0
2015-03-31,-0.03423743442622952,-0.0112,0.0304,-0.0037,0.0,0.0274,-0.03423743442622952,0
2015-04-30,0.030886852459016394,0.0059,-0.0303,0.0182,0.0,-0.0727,0.030886852459016394,0
2015-05-31,-0.023266008264462804,0.0136,0.0092,-0.0114,0.0,0.0582,-0.023266008264462804,0
2015-06-30,-0.034193942148760335,-0.0153,0.029,-0.0079,0.0,0.0301,-0.034193942148760335,0
2015-07-31,-0.010663563025210088,0.0154,-0.0419,-0.0413,0.0,0.0998,-0.010663563025210088,0
2015-08-31,-0.005970175000000001,-0.0604,0.0033,0.0277,0.0,-0.0209,-0.005970175000000001,0
2015-09-30,-0.03417558333333333,-0.0307,-0.0263,0.0056,0.0,0.0522,-0.03417558333333333,0
2015-10-31,0.05311052100840334,0.0775,-0.0187,-0.0046,0.0,-0.0328,0.05311052100840334,0
2015-11-30,-0.03108944537815125,0.0056,0.0359,-0.0042,0.0,0.0228,-0.03108944537815125,0
2015-12-31,0.022251731092436975,-0.0217,-0.0282,-0.0261,0.0001,0.0336,0.022151731092436976,0
2016-01-31,-0.022525966386554613,-0.0577,-0.0343,0.0209,0.0001,0.0144,-0.022625966386554612,0
2016-02-29,0.02615675630252101,-0.0007,0.0071,-0.0057,0.0002,-0.0438,0.025956756302521013,0
2016-03-31,0.021164161016949144,0.0696,0.0082,0.0119,0.0002,-0.0501,0.020964161016949145,0
2016-04-30,-0.0009870504201680667,0.0091,0.0074,0.0328,0.0001,-0.0602,-0.0010870504201680668,0
2016-05-31,0.011329591666666665,0.0178,-0.0018,-0.0166,0.0001,0.0142,0.011229591666666665,0
2016-06-30,0.037061636363636366,-0.0005,0.006,-0.0148,0.0002,0.0413,0.03686163636363637,0
2016-07-31,0.02792216393442622,0.0395,0.0251,-0.0127,0.0002,-0.0334,0.02772216393442622,0
2016-08-31,0.02662795867768595,0.0049,0.0118,0.0313,0.0002,-0.0349,0.02642795867768595,0
2016-09-30,0.04197647154471545,0.0025,0.0213,-0.0123,0.0002,0.0019,0.04177647154471545,0
2016-10-31,-0.015862572580645162,-0.0202,-0.0442,0.0412,0.0002,0.006,-0.01606257258064516,0
2016-11-30,0.014966628099173557,0.0486,0.0567,0.0819,0.0001,-0.0462,0.014866628099173558,0
2016-12-31,0.042817766666666666,0.0181,0.0008,0.0356,0.0003,-0.0026,0.042517766666666665,0
2017-01-31,0.04080397520661157,0.0194,-0.0114,-0.0276,0.0004,-0.0093,0.04040397520661157,0
2017-02-28,0.04708648333333333,0.0357,-0.0202,-0.0168,0.0004,-0.0165,0.046686483333333334,0
2017-03-31,0.010143991596638653,0.0017,0.0114,-0.0332,0.0003,-0.0102,0.009843991596638653,0
2017-04-30,0.032577983050847456,0.0109,0.0072,-0.021,0.0005,0.0048,0.032077983050847456,0
2017-05-31,0.03296771666666667,0.0106,-0.0252,-0.0378,0.0006,0.0148,0.032367716666666664,0
2017-06-30,-0.0033933916666666606,0.0078,0.0223,0.0148,0.0006,-0.0009,-0.003993391666666661,0
2017-07-31,0.02104178333333333,0.0187,-0.0146,-0.0024,0.0007,0.0168,0.020341783333333332,0
2017-08-31,0.010125529411764695,0.0016,-0.0167,-0.0209,0.0009,0.0326,0.009225529411764695,0
2017-09-30,0.05269127118644068,0.0251,0.0446,0.0312,0.0009,-0.0132,0.05179127118644068,0
2017-10-31,0.010078809917355372,0.0225,-0.0193,0.0021,0.0009,0.0427,0.009178809917355372,0
2017-11-30,0.01639719672131147,0.0312,-0.0058,-0.0008,0.0008,-0.0087,0.015597196721311471,0
2017-12-31,0.0864616050420168,0.0106,-0.0132,0.0005,0.0009,-0.0154,0.0855616050420168,0
2018-01-31,0.02171670588235294,0.0557,-0.0315,-0.0133,0.0012,0.0405,0.02051670588235294,0
2018-02-28,-0.060925883333333326,-0.0365,0.0023,-0.0107,0.0011,0.0358,-0.06202588333333332,0
2018-03-31,0.03822855371900827,-0.0235,0.0405,-0.0023,0.0011,-0.0113,0.03712855371900827,0
2018-04-30,0.010937831932773107,0.0028,0.0114,0.0054,0.0014,0.0036,0.009537831932773107,0
2018-05-31,0.04894800826446281,0.0265,0.0526,-0.0318,0.0014,0.0389,0.04754800826446281,0
2018-06-30,0.002161134453781519,0.0048,0.0115,-0.0233,0.0014,-0.0235,0.0007611344537815192,0
2018-07-31,-0.022061825,0.0319,-0.0222,0.0047,0.0016,-0.0141,-0.023661825,0
2018-08-31,-0.005268221311475408,0.0344,0.0112,-0.0399,0.0016,0.0529,-0.006868221311475408,0
2018-09-30,-0.028209900826446272,0.0006,-0.0228,-0.0169,0.0015,0.0004,-0.029709900826446273,0
2018-10-31,-0.051255155737704915,-0.0768,-0.0477,0.0344,0.0019,-0.02,-0.053155155737704914,0
2018-11-30,-0.01323789915966386,0.0169,-0.0068,0.0027,0.0018,-0.0137,-0.015037899159663859,0
2018-12-31,-0.053419572649572644,-0.0957,-0.0238,-0.0186,0.002,0.0211,-0.055419572649572646,0
2019-01-31,0.09841675833333333,0.084,0.029,-0.0045,0.0021,-0.0868,0.09631675833333332,0
2019-02-28,0.022611805084745758,0.034,0.0205,-0.0268,0.0018,0.0086,0.020811805084745758,0
2019-03-31,0.013507897435897441,0.011,-0.0303,-0.041,0.0019,0.0221,0.01160789743589744,0
2019-04-30,0.036795466101694915,0.0397,-0.0174,0.0214,0.0021,-0.0297,0.03469546610169492,0
2019-05-31,-0.060239520661157016,-0.0694,-0.0131,-0.0234,0.0021,0.0756,-0.062339520661157014,0
2019-06-30,-0.014066923728813565,0.0693,0.0028,-0.0072,0.0018,-0.023,-0.015866923728813567,0
2019-07-31,0.01816151666666667,0.0119,-0.0193,0.0047,0.0019,0.0289,0.01626151666666667,0
2019-08-31,0.020009666666666655,-0.0258,-0.0236,-0.0476,0.0016,0.0692,0.018409666666666654,0
2019-09-30,-0.01192698333333333,0.0143,-0.0097,0.0674,0.0018,-0.0681,-0.01372698333333333,0
2019-10-31,0.026838378151260497,0.0206,0.0029,-0.0192,0.0016,0.0015,0.025238378151260496,0
2019-11-30,-5.331896551723789e-05,0.0387,0.0078,-0.0201,0.0012,-0.0266,-0.0012533189655172378,0
2019-12-31,0.02989597457627118,0.0277,0.0073,0.0176,0.0014,-0.0177,0.02849597457627118,0
2020-01-31,-0.023987491379310343,-0.0011,-0.031,-0.0622,0.0013,0.0598,-0.025287491379310342,0
2020-02-29,-0.04846281355932203,-0.0813,0.0107,-0.0379,0.0012,-0.004,-0.049662813559322026,0
2020-03-31,-0.17250288135593217,-0.1339,-0.0488,-0.1397,0.0013,0.0797,-0.17380288135593217,1
2020-04-30,0.1262345982905983,0.1365,0.0249,-0.0123,0.0,-0.0523,0.1262345982905983,1
2020-05-31,0.0842373613445378,0.0558,0.0248,-0.0489,0.0001,0.0042,0.0841373613445378,0
2020-06-30,0.00010777118644068537,0.0246,0.027,-0.0217,0.0001,-0.0073,7.771186440685363e-06,0
2020-07-31,0.038899632478632484,0.0577,-0.0232,-0.0138,0.0001,0.0761,0.03879963247863248,0
2020-08-31,0.11902635087719299,0.0763,-0.0022,-0.0295,0.0001,0.0055,0.11892635087719299,0
2020-09-30,0.012288643478260872,-0.0363,0.0004,-0.0268,0.0001,0.0314,0.012188643478260873,0
2020-10-31,-0.019767573913043478,-0.021,0.0436,0.0421,0.0001,-0.0304,-0.019867573913043477,0
2020-11-30,0.21090791304347825,0.1247,0.0582,0.0214,0.0001,-0.1243,0.21080791304347826,0
2020-12-31,0.08063211711711711,0.0463,0.0489,-0.0151,0.0001,-0.0232,0.08053211711711711,0
2021-01-31,0.1505255462184874,-0.0003,0.0734,0.0296,0.0001,0.045,0.15042554621848742,0
2021-02-28,0.19750387179487178,0.0278,0.0206,0.0718,0.0,-0.0789,0.19750387179487178,0
2021-03-31,0.06870153389830509,0.0308,-0.0237,0.074,0.0,-0.0614,0.06870153389830509,0
2021-04-30,0.028313092436974795,0.0493,-0.0319,-0.0094,0.0,0.011,0.028313092436974795,0
2021-05-31,0.03263584166666665,0.0029,-0.0025,0.0708,0.0,0.0088,0.03263584166666665,0
2021-06-30,-0.010653629310344831,0.0275,0.017,-0.0782,0.0,0.0219,-0.010653629310344831,0
2021-07-31,-0.03181184166666666,0.0127,-0.0399,-0.0176,0.0,-0.0224,-0.03181184166666666,0
2021-08-31,-0.01107928571428571,0.0291,-0.0043,-0.0016,0.0,0.0253,-0.01107928571428571,0
2021-09-30,-0.05358665546218486,-0.0437,0.0072,0.0508,0.0,0.015,-0.05358665546218486,0
2021-10-31,-0.033312839285714275,0.0665,-0.0235,-0.0048,0.0,0.032,-0.033312839285714275,0
2021-11-30,-0.07744532743362831,-0.0155,-0.0132,-0.0044,0.0,0.009,-0.07744532743362831,0
2021-12-31,-0.04903301769911504,0.031,-0.0166,0.0328,0.0001,-0.026,-0.049133017699115045,0
2022-01-31,-0.01954490265486726,-0.0625,-0.0594,0.1275,0.0,-0.0259,-0.01954490265486726,0
2022-02-28,-0.051723177570093454,-0.0229,0.0223,0.0304,0.0,0.0176,-0.051723177570093454,0
2022-03-31,-0.0299628598130841,0.0305,-0.016,-0.018,0.0001,0.03,-0.0300628598130841,0
2022-04-30,-0.06729667889908256,-0.0946,-0.0141,0.0619,0.0001,0.0489,-0.06739667889908256,0
2022-05-31,-0.07768436792452829,-0.0034,-0.0185,0.0841,0.0003,0.0248,-0.07798436792452829,0
2022-06-30,-0.05069750943396226,-0.0843,0.0209,-0.0597,0.0006,0.0079,-0.05129750943396226,0
2022-07-31,0.021356066666666663,0.0956,0.0278,-0.0408,0.0008,-0.0394,0.020556066666666664,0
