,Portfolio_Returns,ExRm,SMB,HML,rf,MOM,Stim_Portfolio_Returns,USREC
2004-07-31,-0.06143757142857141,-0.0406,-0.0381,0.0323,0.001,-0.0229,-0.06243757142857141,0
2004-08-31,-0.028216428571428587,0.0008,-0.0149,0.01,0.0011,-0.0159,-0.029316428571428587,0
2004-09-30,-0.022113571428571413,0.016,0.0302,-0.0001,0.0011,0.0549,-0.023213571428571413,0
2004-10-31,-0.0009571428571428704,0.0143,0.0015,-0.0022,0.0011,-0.0138,-0.0020571428571428702,0
2004-11-30,0.04431516666666666,0.0454,0.0374,0.0142,0.0015,0.0316,0.04281516666666666,0
2004-12-31,-0.029396666666666682,0.0343,-0.0003,-0.0022,0.0016,-0.0287,-0.030996666666666683,0
2005-01-31,-0.0043715,-0.0276,-0.0172,0.0206,0.0016,0.0305,-0.0059715,0
2005-02-28,-0.060377714285714285,0.0189,-0.0057,0.0153,0.0016,0.0337,-0.06197771428571428,0
2005-03-31,-0.006732571428571442,-0.0197,-0.014,0.0204,0.0021,0.0041,-0.008832571428571441,0
2005-04-30,-0.01281885714285712,-0.0261,-0.0393,0.0006,0.0021,-0.0069,-0.01491885714285712,0
2005-05-31,0.01339914285714286,0.0365,0.0289,-0.0064,0.0024,0.0045,0.01099914285714286,0
2005-06-30,-0.026339000000000008,0.0057,0.0259,0.0282,0.0023,0.0205,-0.028639000000000008,0
2005-07-31,-0.07153228571428574,0.0392,0.029,-0.0078,0.0024,0.0006,-0.07393228571428574,0
2005-08-31,-0.08306599999999997,-0.0122,-0.0098,0.0132,0.003,0.0208,-0.08606599999999998,0
2005-09-30,0.05007212500000003,0.0049,-0.0066,0.0072,0.0029,0.0343,0.04717212500000003,0
2005-10-31,-0.092325375,-0.0202,-0.0125,0.0043,0.0027,-0.0139,-0.095025375,0
2005-11-30,-0.13879699999999998,0.0361,0.01,-0.0118,0.0031,0.0035,-0.14189699999999997,0
2005-12-31,-0.10815166666666665,-0.0025,-0.0042,0.002,0.0032,0.0077,-0.11135166666666664,0
2006-01-31,0.07161974999999997,0.0304,0.0539,0.0108,0.0035,0.0253,0.06811974999999997,0
2006-02-28,0.022057000000000014,-0.003,-0.0038,-0.0035,0.0034,-0.0184,0.018657000000000014,0
2006-03-31,0.0025565714285714428,0.0146,0.0345,0.0059,0.0037,0.0126,-0.0011434285714285574,0
2006-04-30,-0.022465142857142854,0.0073,-0.0142,0.0234,0.0036,0.0064,-0.026065142857142853,0
2006-05-31,-0.003959111111111109,-0.0357,-0.0296,0.0242,0.0043,-0.037,-0.00825911111111111,0
2006-06-30,-0.13318066666666667,-0.0035,-0.0039,0.0085,0.004,0.0154,-0.13718066666666667,0
2006-07-31,-0.06515933333333332,-0.0078,-0.0398,0.0262,0.004,-0.0212,-0.06915933333333332,0
2006-08-31,-0.009402625000000013,0.0203,0.0103,-0.0206,0.0042,-0.0338,-0.013602625000000014,0
2006-09-30,-0.08102725,0.0184,-0.0136,0.0008,0.0041,-0.0096,-0.08512725,0
2006-10-31,-0.026639555555555573,0.0323,0.0175,-0.003,0.0041,-0.002,-0.030739555555555572,0
2006-11-30,0.0010934285714285716,0.0171,0.007,0.0014,0.0042,-0.0103,-0.003106571428571428,0
2006-12-31,-0.171958,0.0087,-0.0115,0.0273,0.004,0.0079,-0.175958,0
2007-01-31,0.04598228571428569,0.014,0.0013,-0.0069,0.0044,0.0024,0.04158228571428569,0
2007-02-28,-0.010682124999999976,-0.0196,0.0118,-0.0013,0.0038,-0.0135,-0.014482124999999976,0
2007-03-31,-0.006596333333333346,0.0068,0.0016,-0.0096,0.0043,0.0256,-0.010896333333333346,0
2007-04-30,-0.0377988888888889,0.0349,-0.0215,-0.0146,0.0044,-0.0024,-0.042198888888888904,0
2007-05-31,-0.04607433333333334,0.0324,0.0024,-0.0065,0.0041,-0.0034,-0.05017433333333334,0
2007-06-30,-0.053730299999999995,-0.0196,0.0076,-0.0107,0.004,0.0051,-0.0577303,0
2007-07-31,-0.0565051111111111,-0.0373,-0.026,-0.0372,0.004,0.0294,-0.06050511111111111,0
2007-08-31,-0.030946500000000016,0.0092,-0.0013,-0.0186,0.0042,0.001,-0.03514650000000002,0
2007-09-30,-0.1011785,0.0322,-0.0222,-0.0223,0.0032,0.0463,-0.1043785,0
2007-10-31,-0.22467299999999998,0.018,0.0013,-0.0305,0.0032,0.0502,-0.227873,0
2007-11-30,-0.15050711111111112,-0.0483,-0.0292,-0.0095,0.0034,0.0099,-0.1539071111111111,0
2007-12-31,0.0697855714285714,-0.0087,0.0012,-0.0054,0.0027,0.0663,0.06708557142857141,0
2008-01-31,-0.08859522222222223,-0.0636,-0.0104,0.0398,0.0021,-0.0775,-0.09069522222222223,1
2008-02-29,-0.16653425,-0.0309,-0.0043,-0.0084,0.0013,0.061,-0.16783425,1
2008-03-31,-0.08446475,-0.0093,0.0071,0.003,0.0017,0.0427,-0.08616475,1
2008-04-30,-0.11094562499999999,0.046,-0.0165,-0.0104,0.0018,-0.0031,-0.11274562499999999,1
2008-05-31,-0.09615922222222223,0.0186,0.03,-0.0149,0.0018,0.0331,-0.09795922222222223,1
2008-06-30,-0.114650375,-0.0844,0.012,-0.0267,0.0017,0.1275,-0.11635037499999999,1
2008-07-31,-0.108322875,-0.0077,0.0261,0.0542,0.0015,-0.0513,-0.109822875,1
2008-08-31,-0.00337274999999998,0.0153,0.036,0.0159,0.0013,-0.0402,-0.00467274999999998,1
2008-09-30,-0.08150925,-0.0924,-0.0123,0.0592,0.0015,0.0028,-0.08300925,1
2008-10-31,-0.21723175,-0.1723,-0.026,-0.023,0.0008,0.0785,-0.21803175,1
2008-11-30,-0.09407577777777779,-0.0786,-0.0285,-0.0631,0.0003,0.0717,-0.09437577777777778,1
2008-12-31,-0.138182625,0.0174,0.0346,0.0015,0.0,-0.0509,-0.138182625,1
2009-01-31,-0.1154821111111111,-0.0812,0.0008,-0.1129,0.0,-0.0218,-0.1154821111111111,1
2009-02-28,-0.020918777777777776,-0.101,0.0005,-0.0695,0.0001,0.0441,-0.021018777777777775,1
2009-03-31,0.040897199999999995,0.0895,0.0004,0.0348,0.0002,-0.1187,0.040697199999999996,1
2009-04-30,0.09243257142857143,0.1018,0.0539,0.0536,0.0001,-0.343,0.09233257142857143,1
2009-05-31,0.020545125000000004,0.0521,-0.0252,0.0027,0.0,-0.1249,0.020545125000000004,1
2009-06-30,-0.028015125000000002,0.0043,0.0263,-0.0273,0.0001,0.0548,-0.028115125,1
2009-07-31,0.05268325,0.0772,0.0187,0.0484,0.0001,-0.0555,0.05258325,0
2009-08-31,-0.1563442222222222,0.0333,-0.0108,0.0763,0.0001,-0.0907,-0.15644422222222218,0
2009-09-30,0.0791562857142857,0.0408,0.0243,0.0104,0.0001,-0.0479,0.0790562857142857,0
2009-10-31,-0.11844544444444444,-0.0259,-0.0434,-0.042,0.0,0.0261,-0.11844544444444444,0
2009-11-30,-0.006152777777777769,0.0556,-0.0239,-0.0034,0.0,0.003,-0.006152777777777769,0
2009-12-31,0.03225924999999999,0.0275,0.0604,-0.0017,0.0001,0.0301,0.032159249999999986,0
2010-01-31,-0.04135866666666667,-0.0336,0.004,0.0043,0.0,-0.054,-0.04135866666666667,0
2010-02-28,-0.022941499999999997,0.034,0.0119,0.0323,0.0,0.0374,-0.022941499999999997,0
2010-03-31,-0.030420375000000006,0.0631,0.0148,0.0221,0.0001,0.0376,-0.030520375000000006,0
2010-04-30,-0.08580155555555555,0.02,0.0487,0.0289,0.0001,0.0316,-0.08590155555555555,0
2010-05-31,-0.0960165,-0.0789,0.0009,-0.0244,0.0001,-0.0025,-0.09611650000000001,0
2010-06-30,-0.13412037499999996,-0.0557,-0.0182,-0.047,0.0001,-0.0276,-0.13422037499999995,0
2010-07-31,0.018255428571428537,0.0693,0.0022,-0.0033,0.0001,0.0188,0.018155428571428538,0
2010-08-31,-0.05757085714285714,-0.0477,-0.0298,-0.0193,0.0001,-0.0006,-0.05767085714285714,0
2010-09-30,-0.0690275,0.0954,0.0397,-0.0318,0.0001,0.0141,-0.06912750000000001,0
2010-10-31,0.008767874999999991,0.0388,0.0119,-0.0251,0.0001,0.0158,0.008667874999999992,0
2010-11-30,-0.010010499999999976,0.006,0.0374,-0.0092,0.0001,0.0266,-0.010110499999999975,0
2010-12-31,-0.06233857142857143,0.0682,0.0069,0.0376,0.0001,-0.0303,-0.062438571428571434,0
2011-01-31,-0.006038714285714298,0.0199,-0.0245,0.0075,0.0001,-0.0029,-0.0061387142857142986,0
2011-02-28,-0.009748857142857125,0.0349,0.0153,0.0127,0.0001,0.0199,-0.009848857142857124,0
2011-03-31,-0.0558366,0.0046,0.0256,-0.0185,0.0001,0.034,-0.0559366,0
2011-04-30,-0.09303142857142857,0.029,-0.0033,-0.0249,0.0,0.0004,-0.09303142857142857,0
2011-05-31,-0.02296242857142859,-0.0127,-0.0067,-0.02,0.0,-0.0062,-0.02296242857142859,0
2011-06-30,-0.081136375,-0.0175,-0.0015,-0.0039,0.0,0.0178,-0.081136375,0
2011-07-31,-0.06887299999999996,-0.0235,-0.0127,-0.009,0.0,0.0018,-0.06887299999999996,0
2011-08-31,-0.08052212499999999,-0.0599,-0.0305,-0.0236,0.0001,-0.0028,-0.08062212499999999,0
2011-09-30,-0.10877849999999999,-0.0759,-0.0331,-0.0172,0.0,-0.0242,-0.10877849999999999,0
2011-10-31,-0.025872249999999986,0.1135,0.0328,0.001,0.0,-0.0143,-0.025872249999999986,0
2011-11-30,-0.08401812499999999,-0.0028,-0.0016,-0.0045,0.0,0.0384,-0.08401812499999999,0
2011-12-31,-0.028298749999999998,0.0074,-0.0059,0.0163,0.0,0.0181,-0.028298749999999998,0
2012-01-31,0.06188671428571425,0.0505,0.0203,-0.0097,0.0,-0.0791,0.06188671428571425,0
2012-02-29,0.11592750000000002,0.0442,-0.0185,0.0043,0.0,-0.0029,0.11592750000000002,0
2012-03-31,-0.05568744444444442,0.0311,-0.0065,0.0114,0.0,0.013,-0.05568744444444442,0
2012-04-30,-0.04149077777777777,-0.0085,-0.0041,-0.0078,0.0,0.0375,-0.04149077777777777,0
2012-05-31,-0.20710877777777773,-0.0619,0.0007,-0.0106,0.0001,0.0649,-0.20720877777777771,0
2012-06-30,-0.011912444444444434,0.0389,0.0067,0.0062,0.0,-0.0106,-0.011912444444444434,0
2012-07-31,-0.02132850000000001,0.0079,-0.0277,-0.0002,0.0,0.0304,-0.02132850000000001,0
2012-08-31,0.0799659,0.0255,0.0048,0.013,0.0001,-0.0237,0.0798659,0
2012-09-30,0.011121699999999988,0.0273,0.0051,0.016,0.0001,-0.0114,0.011021699999999988,0
2012-10-31,0.032006200000000005,-0.0176,-0.0116,0.0359,0.0001,0.0014,0.0319062,0
2012-11-30,-0.034701625,0.0078,0.0064,-0.0084,0.0001,0.0049,-0.034801625,0
2012-12-31,-0.022258333333333328,0.0118,0.015,0.0351,0.0001,-0.0286,-0.022358333333333327,0
2013-01-31,0.03366066666666666,0.0557,0.0033,0.0096,0.0,-0.0179,0.03366066666666666,0
2013-02-28,-0.034683888888888875,0.0129,-0.0028,0.0011,0.0,0.0129,-0.034683888888888875,0
2013-03-31,0.017835249999999983,0.0403,0.0081,-0.0019,0.0,0.0192,0.017835249999999983,0
2013-04-30,-0.15955977777777774,0.0155,-0.0236,0.0045,0.0,0.0022,-0.15955977777777774,0
2013-05-31,0.0013553333333333369,0.028,0.0173,0.0263,0.0,-0.0202,0.0013553333333333369,0
2013-06-30,-0.04109412499999999,-0.012,0.0133,0.0003,0.0,0.0052,-0.04109412499999999,0
2013-07-31,0.0020553333333333326,0.0565,0.0186,0.0057,0.0,0.0176,0.0020553333333333326,0
2013-08-31,-0.049236499999999975,-0.0271,0.0028,-0.0269,0.0,0.0002,-0.049236499999999975,0
2013-09-30,-0.14558033333333334,0.0377,0.0291,-0.0122,0.0,0.0306,-0.14558033333333334,0
2013-10-31,0.058595,0.0418,-0.0156,0.0125,0.0,0.0008,0.058595,0
2013-11-30,0.05978633333333332,0.0313,0.0129,0.0032,0.0,0.0044,0.05978633333333332,0
2013-12-31,0.004998875,0.0281,-0.0045,-0.0002,0.0,0.0002,0.004998875,0
2014-01-31,-0.035239875000000004,-0.0332,0.009,-0.0207,0.0,0.0171,-0.035239875000000004,0
2014-02-28,0.057952999999999984,0.0465,0.0037,-0.0031,0.0,0.0207,0.057952999999999984,0
2014-03-31,-0.04719355555555556,0.0043,-0.0185,0.0493,0.0,-0.0329,-0.04719355555555556,0
2014-04-30,-0.10181644444444445,-0.0019,-0.042,0.0117,0.0,-0.0389,-0.10181644444444445,0
2014-05-31,0.01883690000000001,0.0206,-0.0188,-0.0013,0.0,0.0087,0.01883690000000001,0
2014-06-30,0.02015910000000002,0.0261,0.0308,-0.007,0.0,0.0069,0.02015910000000002,0
2014-07-31,-0.040872,-0.0204,-0.0429,0.0003,0.0,-0.0012,-0.040872,0
2014-08-31,0.028768111111111112,0.0424,0.004,-0.0045,0.0,0.0082,0.028768111111111112,0
2014-09-30,-0.007079700000000012,-0.0197,-0.0372,-0.0134,0.0,0.005,-0.007079700000000012,0
2014-10-31,-0.09628818181818183,0.0252,0.042,-0.0181,0.0,-0.0006,-0.09628818181818183,0
2014-11-30,-0.04448899999999999,0.0255,-0.0206,-0.0309,0.0,0.0069,-0.04448899999999999,0
2014-12-31,-0.223748,-0.0006,0.0249,0.0227,0.0,0.0112,-0.223748,0
2015-01-31,-0.010683100000000004,-0.0311,-0.0055,-0.0358,0.0,0.0384,-0.010683100000000004,0
2015-02-28,0.0034264000000000065,0.0613,0.0061,-0.0186,0.0,-0.0282,0.0034264000000000065,0
2015-03-31,-0.054585181818181824,-0.0112,0.0304,-0.0037,0.0,0.0274,-0.054585181818181824,0
2015-04-30,-0.1219938888888889,0.0059,-0.0303,0.0182,0.0,-0.0727,-0.1219938888888889,0
2015-05-31,-0.08078360000000001,0.0136,0.0092,-0.0114,0.0,0.0582,-0.08078360000000001,0
2015-06-30,-0.0888399,-0.0153,0.029,-0.0079,0.0,0.0301,-0.0888399,0
2015-07-31,-0.03943550000000001,0.0154,-0.0419,-0.0413,0.0,0.0998,-0.03943550000000001,0
2015-08-31,-0.04049081818181814,-0.0604,0.0033,0.0277,0.0,-0.0209,-0.04049081818181814,0
2015-09-30,-0.1140290909090909,-0.0307,-0.0263,0.0056,0.0,0.0522,-0.1140290909090909,0
2015-10-31,-0.13753891666666668,0.0775,-0.0187,-0.0046,0.0,-0.0328,-0.13753891666666668,0
2015-11-30,-0.03685636363636362,0.0056,0.0359,-0.0042,0.0,0.0228,-0.03685636363636362,0
2015-12-31,-0.056344800000000014,-0.0217,-0.0282,-0.0261,0.0001,0.0336,-0.05644480000000002,0
2016-01-31,-0.09875436363636365,-0.0577,-0.0343,0.0209,0.0001,0.0144,-0.09885436363636366,0
2016-02-29,-0.18480400000000002,-0.0007,0.0071,-0.0057,0.0002,-0.0438,-0.18500400000000003,0
2016-03-31,0.01826649999999998,0.0696,0.0082,0.0119,0.0002,-0.0501,0.018066499999999982,0
2016-04-30,-0.1259398,0.0091,0.0074,0.0328,0.0001,-0.0602,-0.12603979999999998,0
2016-05-31,-0.17807418181818183,0.0178,-0.0018,-0.0166,0.0001,0.0142,-0.17817418181818181,0
2016-06-30,-0.023802636363636352,-0.0005,0.006,-0.0148,0.0002,0.0413,-0.02400263636363635,0
2016-07-31,-0.123892,0.0395,0.0251,-0.0127,0.0002,-0.0334,-0.12409200000000001,0
2016-08-31,-0.17157955555555554,0.0049,0.0118,0.0313,0.0002,-0.0349,-0.17177955555555555,0
2016-09-30,-0.1309285,0.0025,0.0213,-0.0123,0.0002,0.0019,-0.1311285,0
2016-10-31,-0.08407811111111109,-0.0202,-0.0442,0.0412,0.0002,0.006,-0.0842781111111111,0
2016-11-30,-0.11101669999999998,0.0486,0.0567,0.0819,0.0001,-0.0462,-0.11111669999999998,0
2016-12-31,-0.009987375000000014,0.0181,0.0008,0.0356,0.0003,-0.0026,-0.010287375000000014,0
2017-01-31,-0.1088719090909091,0.0194,-0.0114,-0.0276,0.0004,-0.0093,-0.1092719090909091,0
2017-02-28,-0.077424,0.0357,-0.0202,-0.0168,0.0004,-0.0165,-0.077824,0
2017-03-31,-0.01185681818181816,0.0017,0.0114,-0.0332,0.0003,-0.0102,-0.01215681818181816,0
2017-04-30,-0.121204,0.0109,0.0072,-0.021,0.0005,0.0048,-0.121704,0
2017-05-31,-0.07952118181818182,0.0106,-0.0252,-0.0378,0.0006,0.0148,-0.08012118181818183,0
2017-06-30,0.020170777777777787,0.0078,0.0223,0.0148,0.0006,-0.0009,0.019570777777777788,0
2017-07-31,-0.02924990909090909,0.0187,-0.0146,-0.0024,0.0007,0.0168,-0.02994990909090909,0
2017-08-31,-0.01886227272727272,0.0016,-0.0167,-0.0209,0.0009,0.0326,-0.019762272727272722,0
2017-09-30,-0.045011600000000006,0.0251,0.0446,0.0312,0.0009,-0.0132,-0.045911600000000004,0
2017-10-31,-0.07800190000000001,0.0225,-0.0193,0.0021,0.0009,0.0427,-0.07890190000000001,0
2017-11-30,-0.05573845454545455,0.0312,-0.0058,-0.0008,0.0008,-0.0087,-0.05653845454545455,0
2017-12-31,-0.07501355555555556,0.0106,-0.0132,0.0005,0.0009,-0.0154,-0.07591355555555555,0
2018-01-31,-0.05905166666666667,0.0557,-0.0315,-0.0133,0.0012,0.0405,-0.06025166666666667,0
2018-02-28,-0.17530828571428575,-0.0365,0.0023,-0.0107,0.0011,0.0358,-0.17640828571428574,0
2018-03-31,-0.053722624999999975,-0.0235,0.0405,-0.0023,0.0011,-0.0113,-0.05482262499999997,0
2018-04-30,-0.059062,0.0028,0.0114,0.0054,0.0014,0.0036,-0.060462,0
2018-05-31,-0.018853888888888892,0.0265,0.0526,-0.0318,0.0014,0.0389,-0.02025388888888889,0
2018-06-30,-0.115846875,0.0048,0.0115,-0.0233,0.0014,-0.0235,-0.117246875,0
2018-07-31,-0.13343737500000002,0.0319,-0.0222,0.0047,0.0016,-0.0141,-0.13503737500000002,0
2018-08-31,-0.10794927272727273,0.0344,0.0112,-0.0399,0.0016,0.0529,-0.10954927272727273,0
2018-09-30,-0.04612785714285714,0.0006,-0.0228,-0.0169,0.0015,0.0004,-0.04762785714285714,0
2018-10-31,-0.08258999999999998,-0.0768,-0.0477,0.0344,0.0019,-0.02,-0.08448999999999998,0
2018-11-30,-0.0640621,0.0169,-0.0068,0.0027,0.0018,-0.0137,-0.06586209999999999,0
2018-12-31,-0.1357753636363636,-0.0957,-0.0238,-0.0186,0.002,0.0211,-0.1377753636363636,0
2019-01-31,0.017260545454545452,0.084,0.029,-0.0045,0.0021,-0.0868,0.015160545454545453,0
2019-02-28,-0.06751218181818183,0.034,0.0205,-0.0268,0.0018,0.0086,-0.06931218181818183,0
2019-03-31,0.013025909090909105,0.011,-0.0303,-0.041,0.0019,0.0221,0.011125909090909105,0
2019-04-30,0.009935499999999998,0.0397,-0.0174,0.0214,0.0021,-0.0297,0.007835499999999999,0
2019-05-31,-0.11049966666666665,-0.0694,-0.0131,-0.0234,0.0021,0.0756,-0.11259966666666665,0
2019-06-30,0.016885454545454554,0.0693,0.0028,-0.0072,0.0018,-0.023,0.015085454545454555,0
2019-07-31,-0.11062890000000003,0.0119,-0.0193,0.0047,0.0019,0.0289,-0.11252890000000003,0
2019-08-31,-0.10023689999999998,-0.0258,-0.0236,-0.0476,0.0016,0.0692,-0.10183689999999998,0
2019-09-30,-0.03965477777777778,0.0143,-0.0097,0.0674,0.0018,-0.0681,-0.041454777777777785,0
2019-10-31,0.025076124999999998,0.0206,0.0029,-0.0192,0.0016,0.0015,0.023476124999999997,0
2019-11-30,-0.07224640000000002,0.0387,0.0078,-0.0201,0.0012,-0.0266,-0.07344640000000002,0
2019-12-31,-0.133301125,0.0277,0.0073,0.0176,0.0014,-0.0177,-0.134701125,0
2020-01-31,-0.15926322222222222,-0.0011,-0.031,-0.0622,0.0013,0.0598,-0.16056322222222222,0
2020-02-29,-0.09662399999999999,-0.0813,0.0107,-0.0379,0.0012,-0.004,-0.097824,0
2020-03-31,-0.33795388888888883,-0.1339,-0.0488,-0.1397,0.0013,0.0797,-0.33925388888888885,1
2020-04-30,-0.014532777777777783,0.1365,0.0249,-0.0123,0.0,-0.0523,-0.014532777777777783,1
2020-05-31,-0.06251142857142854,0.0558,0.0248,-0.0489,0.0001,0.0042,-0.06261142857142854,0
2020-06-30,-0.024493,0.0246,0.027,-0.0217,0.0001,-0.0073,-0.024593,0
2020-07-31,-0.11766899999999997,0.0577,-0.0232,-0.0138,0.0001,0.0761,-0.11776899999999997,0
2020-08-31,0.07495433333333332,0.0763,-0.0022,-0.0295,0.0001,0.0055,0.07485433333333331,0
2020-09-30,-0.138434,-0.0363,0.0004,-0.0268,0.0001,0.0314,-0.138534,0
2020-10-31,-0.18706899999999999,-0.021,0.0436,0.0421,0.0001,-0.0304,-0.18716899999999997,0
2020-11-30,0.10097133333333333,0.1247,0.0582,0.0214,0.0001,-0.1243,0.10087133333333333,0
2020-12-31,-0.07318374999999999,0.0463,0.0489,-0.0151,0.0001,-0.0232,-0.07328375,0
2021-01-31,0.0747821111111111,-0.0003,0.0734,0.0296,0.0001,0.045,0.0746821111111111,0
2021-02-28,-0.02195542857142856,0.0278,0.0206,0.0718,0.0,-0.0789,-0.02195542857142856,0
2021-03-31,-0.07661818181818184,0.0308,-0.0237,0.074,0.0,-0.0614,-0.07661818181818184,0
2021-04-30,-0.09933299999999996,0.0493,-0.0319,-0.0094,0.0,0.011,-0.09933299999999996,0
2021-05-31,-0.020160166666666656,0.0029,-0.0025,0.0708,0.0,0.0088,-0.020160166666666656,0
2021-06-30,-0.18157969230769233,0.0275,0.017,-0.0782,0.0,0.0219,-0.18157969230769233,0
2021-07-31,-0.04947061538461537,0.0127,-0.0399,-0.0176,0.0,-0.0224,-0.04947061538461537,0
2021-08-31,-0.10253484615384614,0.0291,-0.0043,-0.0016,0.0,0.0253,-0.10253484615384614,0
2021-09-30,-0.10393736363636366,-0.0437,0.0072,0.0508,0.0,0.015,-0.10393736363636366,0
2021-10-31,-0.01876307142857142,0.0665,-0.0235,-0.0048,0.0,0.032,-0.01876307142857142,0
2021-11-30,-0.12250192857142858,-0.0155,-0.0132,-0.0044,0.0,0.009,-0.12250192857142858,0
2021-12-31,-0.08166615384615385,0.031,-0.0166,0.0328,0.0001,-0.026,-0.08176615384615385,0
2022-01-31,-0.08648299999999999,-0.0625,-0.0594,0.1275,0.0,-0.0259,-0.08648299999999999,0
2022-02-28,0.03581107692307693,-0.0229,0.0223,0.0304,0.0,0.0176,0.03581107692307693,0
2022-03-31,0.039212928571428565,0.0305,-0.016,-0.018,0.0001,0.03,0.03911292857142856,0
2022-04-30,-0.0799979230769231,-0.0946,-0.0141,0.0619,0.0001,0.0489,-0.08009792307692311,0
2022-05-31,-0.197442,-0.0034,-0.0185,0.0841,0.0003,0.0248,-0.197742,0
2022-06-30,-0.05712084615384615,-0.0843,0.0209,-0.0597,0.0006,0.0079,-0.05772084615384615,0
2022-07-31,0.06841074999999999,0.0956,0.0278,-0.0408,0.0008,-0.0394,0.06761075,0
